Crazyflie name,QTM packet timestamp (s),x (m),y (m),z (m),yaw (°),vx (m/s),vy (m/s),vz (m/s),vx_c (m/s),vy_c (m/s),vz_c (m/s),roll_c (°),pitch_c (°),yaw_rate_c (°/s),thrust_c (PWM)
cf1,3292.66,1.0373739013671874,0.982314453125,0.02094484519958496,-0.08740156888961792,0.0003173828124983347,0.0002227783203136796,0.0007136344909672891,None,None,None,None,None,None,None
cf2,3292.66,-0.9994497680664063,-1.00747802734375,-0.006918252468109131,0.07584862411022186,7.324218749833466e-05,0.0002899169921913164,-0.0014375925064100104,None,None,None,None,None,None,None
cf1,3292.68,1.03737841796875,0.9823002319335937,0.02092803955078125,-0.08740156888961792,0.00022583007812680412,-0.0007110595703136796,-0.000840282440186282,None,None,None,None,None,None,None
cf2,3292.68,-0.99944091796875,-1.0074851684570312,-0.00688078498840332,0.07517875730991364,0.0004425048828142347,-0.0003570556640578509,0.0018733739852922486,None,None,None,None,None,None,None
cf1,3292.7,1.03734765625,0.9823424072265625,0.020932689666748047,-0.08645126223564148,-0.0015380859375038857,0.0021087646484415938,0.00023250579834006494,None,None,None,None,None,None,None
cf2,3292.7,-0.9994504394531251,-1.0074981689453124,-0.0069057512283325195,0.07517875730991364,-0.0004760742187530531,-0.0006500244140622919,-0.0012483119964611005,None,None,None,None,None,None,None
cf1,3292.72,1.0373759765625,0.9823248291015625,0.020914669036865233,-0.08645126223564148,0.0014160156250011102,-0.0008789062500022205,-0.000901031494141475,None,None,None,None,None,None,None
cf2,3292.72,-0.9994605712890625,-1.0074795532226564,-0.006855644702911377,0.06352099776268005,-0.0005065917968731959,0.0009307861328031325,0.0025053262710594106,None,None,None,None,None,None,None
cf1,3292.74,1.03737939453125,0.9823377075195313,0.020971603393554687,-0.08645126223564148,0.00017089843750166532,0.000643920898441594,0.00284671783447528,None,None,None,None,None,None,None
cf2,3292.74,-0.9994620361328125,-1.0074834594726563,-0.006827282428741455,0.06352099776268005,-7.324218749833466e-05,-0.00019531249999555912,0.0014181137084973731,None,None,None,None,None,None,None
cf1,3292.7599999999998,1.0373897705078126,0.9823474731445313,0.021030513763427735,-0.08170191198587418,0.000518798828131245,0.00048828125,0.002945518493655063,None,None,None,None,None,None,None
cf2,3292.7599999999998,-0.9994786987304688,-1.007480224609375,-0.006776383399963379,0.06352099776268005,-0.0008331298828164552,0.00016174316406229183,0.0025449514389061325,None,None,None,None,None,None,None
cf1,3292.7799999999997,1.03737841796875,0.9824259033203125,0.02116476631164551,-0.08170191198587418,-0.0005676269531301348,0.0039215087890656225,0.006712627410894837,None,None,None,None,None,None,None
cf2,3292.7799999999997,-0.9995062866210938,-1.0074747924804688,-0.006618705749511719,0.07109785825014114,-0.0013793945312491674,0.0002716064453125694,0.007883882522590155,None,None,None,None,None,None,None
cf1,3292.7999999999997,1.037385498046875,0.9825950317382812,0.0214689998626709,0.05912648141384125,0.00035400390625582866,0.008456420898441595,0.015211677551283309,None,None,None,None,None,None,None
cf2,3292.7999999999997,-0.9995823974609375,-1.0074129028320313,-0.006225210189819336,0.07109785825014114,-0.003805541992189096,0.0030944824218754165,0.019674777984637064,None,None,None,None,None,None,None
cf1,3292.8199999999997,1.0373636474609376,0.9826898803710937,0.022525215148925783,0.05912648141384125,-0.0010925292968765265,0.00474243164062958,0.05281076431279221,None,None,None,None,None,None,None
cf2,3292.8199999999997,-0.9996959838867188,-1.0074719238281251,-0.004797300815582275,-0.19158586859703064,-0.005679321289070063,-0.0029510498046918716,0.07139546871191796,None,None,None,None,None,None,None
cf1,3292.8399999999997,1.0372984619140626,0.9829290771484375,0.02449137115478516,0.05912648141384125,-0.0032592773437508326,0.011959838867197977,0.09830780029305819,None,None,None,None,None,None,None
cf2,3292.8399999999997,-0.99991064453125,-1.0075006713867187,-0.0018216856718063356,-0.19158586859703064,-0.010733032226571728,-0.0014373779296818795,0.1487807571889323,None,None,None,None,None,None,None
cf1,3292.8599999999997,1.03709814453125,0.9832478637695312,0.028033063888549804,0.7404035329818726,-0.010015869140642902,0.015939331054701862,0.17708463668839333,None,None,None,None,None,None,None
cf2,3292.8599999999997,-1.0001303100585939,-1.0074238891601563,0.003298198223114014,-0.19158586859703064,-0.010983276367203528,0.003839111328122363,0.2559941947462503,None,None,None,None,None,None,None
cf1,3292.8799999999997,1.036756591796875,0.9836251831054688,0.03323729705810547,0.7404035329818726,-0.017077636718758605,0.01886596679689429,0.26021165847802,None,None,None,None,None,None,None
cf2,3292.8799999999997,-1.0005256958007813,-1.0072384643554688,0.010934369087219238,-0.8980163335800171,-0.019769287109390403,0.009271240234384854,0.3818085432056085,None,None,None,None,None,None,None
cf1,3292.8999999999996,1.0362053222656251,0.9840505371093751,0.04019504928588867,1.749233603477478,-0.02756347656252276,0.021267700195334773,0.3478876113894764,None,None,None,None,None,None,None
cf2,3292.8999999999996,-1.0009930419921875,-1.0071372680664064,0.020970121383666992,-0.8980163335800171,-0.023367309570331445,0.005059814453127915,0.5017876148228441,None,None,None,None,None,None,None
cf1,3292.92,1.035450439453125,0.9844439697265626,0.04911069488525391,1.749233603477478,-0.037744140624182874,0.019671630858945344,0.4457822799585314,None,None,None,None,None,None,None
cf2,3292.92,-1.0016045532226563,-1.006968017578125,0.03363155746459961,-1.7070415019989014,-0.03057556152277081,0.008462524413880979,0.6330718040328122,None,None,None,None,None,None,None
cf1,3292.94,1.0344764404296876,0.9848468627929687,0.059812957763671876,1.749233603477478,-0.04869995117191538,0.020144653320327003,0.5351131439213851,None,None,None,None,None,None,None
